level,code,title_nl
4,46.62,Groothandel in gereedschapswerktuigen
5,46.620,Groothandel in gereedschapswerktuigen
4,46.63,"Groothandel in machines voor de mijnbouw, de bouwnijverheid en de weg- en waterbouw"
5,46.630,"Groothandel in machines voor de mijnbouw, de bouwnijverheid en de weg- en waterbouw"
4,46.64,Groothandel in andere machines en werktuigen
5,46.641,Groothandel in machines voor de productie van voedings- en genotmiddelen
5,46.642,Groothandel in verpakkingsmachines en weegtoestellen
5,46.643,"Groothandel in elektrisch materiaal, inclusief installatiemateriaal"
5,46.644,"Groothandel in hijs-, hef- en transportwerktuigen"
5,46.645,Groothandel in pompen en compressoren
5,46.646,"Groothandel in meet-, controle- en navigatieinstrumenten"
5,46.647,"Groothandel in machines en apparaten voor de warmte-, koel- en vriestechniek voor industrieel gebruik"
5,46.648,Groothandel in machines voor de textielindustrie en in naai- en breimachines
5,46.649,"Groothandel in andere machines en werktuigen, n.e.g."
3,46.7,"Groothandel in motorvoertuigen, motorfietsen en delen en toebehoren van motorvoertuigen en motorfietsen"
4,46.71,Groothandel in motorvoertuigen
5,46.711,"Groothandel in auto's en lichte bestelwagens (<= 3,5 ton)"
5,46.712,"Groothandel in andere motorvoertuigen (> 3,5 ton)"
5,46.713,"Groothandel in aanhangwagens, opleggers en caravans"
4,46.72,Groothandel in delen en toebehoren van motorvoertuigen
5,46.720,Groothandel in delen en toebehoren van motorvoertuigen
4,46.73,"Groothandel in motorfietsen, delen en toebehoren van motorfietsen"
5,46.730,"Groothandel in motorfietsen, delen en toebehoren van motorfietsen"
3,46.8,Overige gespecialiseerde groothandel
4,46.81,"Groothandel in vaste, vloeibare en gasvormige brandstoffen en aanverwante producten"
5,46.810,"Groothandel in vaste, vloeibare en gasvormige brandstoffen en aanverwante producten"
4,46.82,Groothandel in metalen en metaalertsen
5,46.820,Groothandel in metalen en metaalertsen
4,46.83,"Groothandel in hout, bouwmaterialen en sanitair"
5,46.831,"Groothandel in bouwmaterialen, algemeen assortiment"
5,46.832,Groothandel in hout
5,46.833,"Groothandel in behang, verf en woningtextiel"
5,46.834,Groothandel in vlakglas
5,46.835,Groothandel in vloer- en wandtegels
5,46.836,Groothandel in sanitair
5,46.839,Groothandel in overige bouwmaterialen
4,46.84,Groothandel in ijzerwaren en in installatiemateriaal voor loodgieterswerk en verwarming
5,46.841,Groothandel in ijzerwaren
5,46.842,Groothandel in installatiemateriaal voor loodgieterswerk en verwarming
4,46.85,Groothandel in chemische producten
5,46.851,Groothandel in chemische producten voor industrieel gebruik
5,46.852,Groothandel in kunstmeststoffen en andere agrochemische producten
4,46.86,Groothandel in andere intermediaire producten
5,46.861,Groothandel in diamant en andere edelstenen
5,46.869,"Groothandel in andere intermediaire producten, n.e.g."
4,46.87,Groothandel in afval en schroot
5,46.871,Groothandel in autosloopmateriaal
5,46.872,Groothandel in ijzer- en staalschroot en in oude non-ferrometalen
5,46.879,"Groothandel in afval en schroot, n.e.g."
4,46.89,"Overige gespecialiseerde groothandel, n.e.g."
5,46.890,"Overige gespecialiseerde groothandel, n.e.g."
3,46.9,Niet-gespecialiseerde groothandel
4,46.90,Niet-gespecialiseerde groothandel
5,46.900,Niet-gespecialiseerde groothandel
2,47,Detailhandel
3,47.1,Niet-gespecialiseerde detailhandel
4,47.11,Niet-gespecialiseerde detailhandel waarbij voedings- en genotmiddelen overheersen
5,47.110,Niet-gespecialiseerde detailhandel waarbij voedings- en genotmiddelen overheersen
4,47.12,Overige niet-gespecialiseerde detailhandel
5,47.120,Overige niet-gespecialiseerde detailhandel
3,47.2,"Detailhandel in voedingsmiddelen, dranken en genotmiddelen"
4,47.21,Detailhandel in groenten en fruit
5,47.210,Detailhandel in groenten en fruit
4,47.22,Detailhandel in vlees en vleeswaren
5,47.221,"Detailhandel in vlees en vleesproducten, m.u.v. vlees van wild en van gevogelte"
5,47.222,Detailhandel in vlees van wild en van gevogelte
4,47.23,Detailhandel in vis en schaal- en weekdieren
5,47.230,Detailhandel in vis en schaal- en weekdieren
4,47.24,"Detailhandel in brood, banket en suikerwerk"
5,47.241,Detailhandel in brood en banketbakkerswerk (koude bakkers)
5,47.242,Detailhandel in chocolade en suikerwerk
4,47.25,Detailhandel in dranken
5,47.251,Detailhandel in wijnen en geestrijke dranken
5,47.252,"Detailhandel in dranken, algemeen assortiment"
4,47.26,Detailhandel in tabaksproducten
5,47.260,Detailhandel in tabaksproducten
4,47.27,Detailhandel in andere voedingsmiddelen
5,47.271,Detailhandel in zuivelproducten en eieren
5,47.279,"Overige detailhandel in voedingsmiddelen, n.e.g."
3,47.3,Detailhandel in motorbrandstoffen
4,47.30,Detailhandel in motorbrandstoffen
5,47.300,Detailhandel in motorbrandstoffen
3,47.4,Detailhandel in ICT-apparatuur
4,47.40,Detailhandel in ICT-apparatuur
5,47.400,Detailhandel in ICT-apparatuur
3,47.5,Detailhandel in andere consumentenartikelen
4,47.51,Detailhandel in textiel
5,47.511,Detailhandel in kledingstoffen
5,47.512,Detailhandel in huishoudtextiel en beddengoed
5,47.513,"Detailhandel in breigarens, handwerken en fournituren"
5,47.519,Detailhandel in overig textiel
4,47.52,"Detailhandel in ijzerwaren, bouwmaterialen, verf en glas"
5,47.521,"Detailhandel in ijzerwaren, bouwmaterialen, verf en glas (algemeen assortiment)"
5,47.522,Detailhandel in houten bouw- en tuinmaterialen
5,47.523,Detailhandel in wand- en vloertegels
5,47.524,"Detailhandel in parket-, laminaat- en kurkvloeren"
5,47.525,Detailhandel in ijzerwaren en gereedschappen
5,47.526,Detailhandel in verf en verfwaren
5,47.527,Detailhandel in sanitaire artikelen en sanitair installatiemateriaal
5,47.529,"Detailhandel in overige bouwmaterialen, n.e.g."
4,47.53,Detailhandel in tapijten en andere vloerbedekking en wandbekleding
5,47.530,Detailhandel in tapijten en andere vloerbedekking en wandbekleding
4,47.54,Detailhandel in elektrische huishoudapparaten
5,47.540,Detailhandel in elektrische huishoudapparaten
4,47.55,"Detailhandel in meubelen, verlichtingstoestellen, tafelgerei en andere huishoudelijke artikelen"
5,47.551,Detailhandel in huismeubilair
5,47.552,Detailhandel in verlichtingsartikelen
5,47.553,"Detailhandel in glas-, porselein- en aardewerk en in niet-elektrische huishoudelijke artikelen"
5,47.554,Detailhandel in babyartikelen (algemeen assortiment)
5,47.559,"Detailhandel in andere huishoudelijke artikelen, n.e.g."
3,47.6,Detailhandel in cultuur- en recreatieartikelen
4,47.61,Detailhandel in boeken
5,47.610,Detailhandel in boeken
4,47.62,Detailhandel in kranten en andere tijdschriften en kantoorbehoeften
5,47.621,Detailhandel in kranten en andere tijdschriften
5,47.622,Detailhandel in kantoorbehoeften
4,47.63,Detailhandel in sportartikelen
5,47.631,Detailhandel in wapens en munitie
5,47.632,Detailhandel in fietsen
5,47.639,Detailhandel in overige sportartikelen
4,47.64,Detailhandel in spellen en speelgoed
5,47.640,Detailhandel in spellen en speelgoed
4,47.69,"Detailhandel in cultuur- en recreatieartikelen, n.e.g."
5,47.690,"Detailhandel in cultuur- en recreatieartikelen, n.e.g."
3,47.7,"Detailhandel in andere goederen, met uitzondering van motorvoertuigen en motorfietsen"
4,47.71,Detailhandel in kleding
5,47.711,Detailhandel in damesbovenkleding
5,47.712,Detailhandel in herenbovenkleding
5,47.713,Detailhandel in baby- en kinderbovenkleding
5,47.714,"Detailhandel in onderkleding, lingerie en strand- en badkleding"
5,47.715,Detailhandel in kledingaccessoires
5,47.716,"Detailhandel in dames-, heren-, baby- en kinderboven- en onderkleding en kledingaccessoires (algemeen assortiment)"
4,47.72,Detailhandel in schoeisel en lederwaren
5,47.721,Detailhandel in schoeisel
5,47.722,Detailhandel in lederwaren en reisartikelen
4,47.73,Detailhandel in farmaceutische producten
5,47.730,Detailhandel in farmaceutische producten
4,47.74,Detailhandel in medische en orthopedische artikelen
5,47.741,"Detailhandel in medische en orthopedische artikelen, m.u.v. corrigerende brillen, lenzen en zonnebrillen"
5,47.742,"Detailhandel in corrigerende brillen, lenzen en zonnebrillen"
4,47.75,Detailhandel in cosmetica en toiletartikelen
5,47.750,Detailhandel in cosmetica en toiletartikelen
4,47.76,"Detailhandel in bloemen, planten, kunstmeststoffen, huisdieren en voer voor huisdieren"
5,47.761,"Detailhandel in bloemen, planten, zaden en kunstmeststoffen"
5,47.762,"Detailhandel in huisdieren, voer voor huisdieren en benodigdheden daarvoor"
4,47.77,Detailhandel in uurwerken en sieraden
5,47.770,Detailhandel in uurwerken en sieraden
4,47.78,Detailhandel in andere nieuwe goederen
5,47.781,"Detailhandel in vaste, vloeibare en gasvormige brandstoffen, m.u.v. motorbrandstoffen"
5,47.782,"Detailhandel in fotografische en optische artikelen en in precisieinstrumenten, m.u.v. corrigerende brillen, lenzen en zonnebrillen"
5,47.783,Detailhandel in drogisterijartikelen en onderhoudsproducten
5,47.784,Detailhandel in souvenirs en religieuze artikelen
5,47.789,Overige detailhandel in nieuwe artikelen n.e.g.
4,47.79,Detailhandel in tweedehandsgoederen
5,47.791,Detailhandel in antiquiteiten
5,47.792,Detailhandel in tweedehandskleding
5,47.793,"Detailhandel in andere tweedehandsgoederen, m.u.v. tweedehandskleding"
3,47.8,"Detailhandel in motorvoertuigen, motorfietsen en delen en toebehoren van motorfietsen"
4,47.81,Detailhandel in motorvoertuigen
5,47.811,"Detailhandel in auto's en lichte bestelwagens (<= 3,5 ton)"
5,47.812,"Detailhandel in andere motorvoertuigen (> 3,5 ton)"
5,47.813,"Detailhandel in aanhangwagens, opleggers en caravans"
4,47.82,Detailhandel in onderdelen en accessoires van motorvoertuigen
5,47.820,Detailhandel in onderdelen en accessoires van motorvoertuigen
4,47.83,"Detailhandel in motorrijwielen, delen en toebehoren van motorrijwielen"
5,47.830,"Detailhandel in motorrijwielen, delen en toebehoren van motorrijwielen"
3,47.9,Bemiddelingsactiviteiten in verband met de detailhandel
4,47.91,Bemiddelingsactiviteiten in verband met de niet-gespecialiseerde detailhandel
5,47.910,Bemiddelingsactiviteiten in verband met de niet-gespecialiseerde detailhandel
4,47.92,Bemiddelingsactiviteiten voor de gespecialiseerde detailhandel
5,47.920,Bemiddelingsactiviteiten voor de gespecialiseerde detailhandel
1,H,VERVOER EN OPSLAG
2,49,Vervoer te land en vervoer via pijpleidingen
3,49.1,Personenvervoer per spoor
4,49.11,Personenvervoer per trein
5,49.110,Personenvervoer per trein
4,49.12,Personenvervoer per spoor anders dan per trein
5,49.120,Personenvervoer per spoor anders dan per trein
3,49.2,Goederenvervoer per spoor
4,49.20,Goederenvervoer per spoor
5,49.200,Goederenvervoer per spoor
3,49.3,Overig personenvervoer te land
4,49.31,Personenvervoer over de weg volgens dienstregeling
5,49.310,Personenvervoer over de weg volgens dienstregeling
4,49.32,Personenvervoer over de weg zonder dienstregeling
5,49.320,Personenvervoer over de weg zonder dienstregeling
4,49.33,Diensten voor personenvervoer op aanvraag per voertuig met chauffeur
5,49.330,Diensten voor personenvervoer op aanvraag per voertuig met chauffeur
4,49.34,Personenvervoer met kabelbanen en skiliften
5,49.340,Personenvervoer met kabelbanen en skiliften
4,49.39,"Overig personenvervoer te land, n.e.g."
5,49.390,"Overig personenvervoer te land, n.e.g."
3,49.4,Goederenvervoer over de weg en verhuisbedrijven
4,49.41,Goederenvervoer over de weg
5,49.410,Goederenvervoer over de weg
4,49.42,Verhuisactiviteiten
5,49.420,Verhuisactiviteiten
3,49.5,Vervoer via pijpleidingen
4,49.50,Vervoer via pijpleidingen
5,49.500,Vervoer via pijpleidingen
2,50,Vervoer over water
3,50.1,Personenvervoer over zee- en kustwateren
4,50.10,Personenvervoer over zee- en kustwateren
5,50.100,Personenvervoer over zee- en kustwateren
3,50.2,Goederenvervoer over zee- en kustwateren
4,50.20,Goederenvervoer over zee- en kustwateren
5,50.200,Goederenvervoer over zee- en kustwateren
3,50.3,Personenvervoer over binnenwateren
4,50.30,Personenvervoer over binnenwateren
5,50.300,Personenvervoer over binnenwateren
3,50.4,Goederenvervoer over binnenwateren
4,50.40,Goederenvervoer over binnenwateren
5,50.400,Goederenvervoer over binnenwateren
2,51,Luchtvaart
3,51.1,Personenvervoer door de lucht
4,51.10,Personenvervoer door de lucht
5,51.100,Personenvervoer door de lucht
3,51.2,Goederenvervoer door de lucht; ruimtevaart
4,51.21,Goederenvervoer door de lucht
5,51.210,Goederenvervoer door de lucht
4,51.22,Ruimtevaart
5,51.220,Ruimtevaart
2,52,Opslag en vervoerondersteunende activiteiten
3,52.1,Opslag
4,52.10,Opslag
5,52.100,Opslag
3,52.2,Vervoerondersteunende activiteiten
4,52.21,Diensten in verband met vervoer te land
5,52.210,Diensten in verband met vervoer te land
4,52.22,Diensten in verband met vervoer over water
5,52.220,Diensten in verband met vervoer over water
4,52.23,Diensten in verband met de luchtvaart
5,52.230,Diensten in verband met de luchtvaart
4,52.24,Vrachtbehandeling
5,52.241,Vrachtbehandeling in zeehavens
5,52.249,"Overige vrachtbehandeling, exclusief in zeehavens"
4,52.25,Logistieke diensten
5,52.250,Logistieke diensten
4,52.26,Andere vervoerondersteunende activiteiten
5,52.260,Andere vervoerondersteunende activiteiten
3,52.3,Bemiddelingsactiviteiten in verband met vervoer
4,52.31,Bemiddelingsactiviteiten in verband met goederenvervoer
5,52.310,Bemiddelingsactiviteiten in verband met goederenvervoer
4,52.32,Bemiddelingsactiviteiten in verband met personenvervoer
5,52.320,Bemiddelingsactiviteiten in verband met personenvervoer
2,53,Post- en koeriersdiensten
3,53.1,Postdiensten in het kader van de universele dienstverplichting
4,53.10,Postdiensten in het kader van de universele dienstverplichting
5,53.100,Postdiensten in het kader van de universele dienstverplichting
3,53.2,Overige posterijen en koeriers
4,53.20,Overige posterijen en koeriers
5,53.200,Overige posterijen en koeriers
3,53.3,Bemiddelingsactiviteiten in verband met post- en koeriersdiensten
4,53.30,Bemiddelingsactiviteiten in verband met post- en koeriersdiensten
5,53.300,Bemiddelingsactiviteiten in verband met post- en koeriersdiensten
1,I,VERSCHAFFEN VAN ACCOMMODATIE EN MAALTIJDEN
2,55,Verschaffen van accommodatie
3,55.1,Hotels en dergelijke accommodatie
4,55.10,Hotels en dergelijke accommodatie
5,55.100,Hotels en dergelijke accommodatie
3,55.2,Vakantieverblijven en andere accommodatie voor kort verblijf
4,55.20,Vakantieverblijven en andere accommodatie voor kort verblijf
5,55.201,Jeugdherbergen en jeugdverblijfcentra
5,55.202,Vakantieparken
5,55.203,"Gites, vakantiewoningen en -appartementen"
5,55.204,Gastenkamers
5,55.209,"Vakantieverblijven en andere accommodatie voor kort verblijf, n.e.g."
3,55.3,Kampeer- en caravanterreinen
4,55.30,Kampeer- en caravanterreinen
5,55.300,Kampeer- en caravanterreinen
3,55.4,Bemiddelingsactiviteiten in verband met accommodatie
4,55.40,Bemiddelingsactiviteiten in verband met accommodatie
5,55.400,Bemiddelingsactiviteiten in verband met accommodatie
3,55.9,Overige accommodatie
4,55.90,Overige accommodatie
5,55.900,Overige accommodatie
2,56,Activiteiten van eet- en drinkgelegenheden
3,56.1,Activiteiten van restaurants en mobiele eetgelegenheden
4,56.11,Activiteiten van restaurants
5,56.111,Activiteiten van eetgelegenheden met volledige bediening
5,56.112,"Activiteiten van eetgelegenheden met beperkte bediening, m.u.v. mobiele eetgelegenheden"
4,56.12,Activiteiten van mobiele eetgelegenheden
5,56.120,Activiteiten van mobiele eetgelegenheden
3,56.2,"Catering van evenementen, cateringdiensten op contractbasis en overige diensten in verband met maaltijden"
4,56.21,Catering van evenementen
5,56.210,Catering van evenementen
4,56.22,Cateringdiensten op contractbasis en overige diensten in verband met maaltijden
5,56.220,Cateringdiensten op contractbasis en overige diensten in verband met maaltijden
3,56.3,Activiteiten van drinkgelegenheden
4,56.30,Activiteiten van drinkgelegenheden
5,56.301,Cafés en bars
5,56.302,"Discotheken, dancings en dergelijke"
5,56.309,Andere drinkgelegenheden
3,56.4,Bemiddelingsactiviteiten in verband met eet- en drinkgelegenheden
4,56.40,Bemiddelingsactiviteiten in verband met eet- en drinkgelegenheden
5,56.400,Bemiddelingsactiviteiten in verband met eet- en drinkgelegenheden
1,J,"ACTIVITEITEN VAN UITGEVERIJEN, OMROEPACTIVITEITEN EN PRODUCTIE EN DISTRIBUTIE VAN INHOUD"
2,58,Activiteiten van uitgeverijen
3,58.1,"Activiteiten van uitgeverijen van boeken en kranten en overige activiteiten van uitgeverijen, met uitzondering van het uitgeven van software"
4,58.11,Uitgeven van boeken
5,58.110,Uitgeven van boeken
4,58.12,Uitgeven van kranten
5,58.120,Uitgeven van kranten
4,58.13,Uitgeven van tijdschriften
5,58.130,Uitgeven van tijdschriften
4,58.19,"Overige activiteiten van uitgeverijen, met uitzondering van het uitgeven van software"
5,58.190,"Overige activiteiten van uitgeverijen, met uitzondering van het uitgeven van software"
3,58.2,Uitgeven van software
4,58.21,Uitgeven van computerspellen
5,58.210,Uitgeven van computerspellen
4,58.29,Uitgeven van overige software
5,58.290,Uitgeven van overige software
2,59,"Productie van films en video- en televisieprogramma’s, maken van geluidsopnamen en uitgeverijen van muziekopnamen"
3,59.1,Activiteiten in verband met films en video- en televisieprogramma’s
4,59.11,Productie van films en video- en televisieprogramma’s
5,59.111,Productie van bioscoopfilms
5,59.112,Productie van televisiefilms
5,59.113,"Productie van video en film, m.u.v. bioscoop- en televisiefilms"
5,59.114,Productie van televisieprogramma's
4,59.12,Activiteiten in verband met films en video- en televisieprogramma’s na de productie
5,59.120,Activiteiten in verband met films en video- en televisieprogramma’s na de productie
4,59.13,Activiteiten op het gebied van de distributie van films en video’s
5,59.130,Activiteiten op het gebied van de distributie van films en video’s
4,59.14,Vertoning van films
5,59.140,Vertoning van films
3,59.2,Maken van geluidsopnamen en uitgeverijen van muziekopnamen
4,59.20,Maken van geluidsopnamen en uitgeverijen van muziekopnamen
5,59.201,Maken van geluidsopnamen
5,59.202,Geluidsopnamestudio's
5,59.203,Uitgeverijen van muziekopnamen
5,59.209,Overige diensten in verband met het maken van geluidsopnamen
2,60,"Programmering, uitzending, persagentschappen en andere activiteiten op het gebied van de verspreiding van inhoud"
3,60.1,Uitzenden van radioprogramma’s en distributie van audio
4,60.10,Uitzenden van radioprogramma’s en distributie van audio
5,60.100,Uitzenden van radioprogramma’s en distributie van audio
3,60.2,Samenstellen en uitzenden van televisieprogramma’s en distributie van video’s
4,60.20,Samenstellen en uitzenden van televisieprogramma’s en distributie van video’s
5,60.200,Samenstellen en uitzenden van televisieprogramma’s en distributie van video’s
3,60.3,Activiteiten van persagentschappen en andere activiteiten op het gebied van de verspreiding van inhoud
4,60.31,Activiteiten van persagentschappen
5,60.310,Activiteiten van persagentschappen
4,60.39,Andere activiteiten op het gebied van de verspreiding van inhoud
5,60.390,Andere activiteiten op het gebied van de verspreiding van inhoud
1,K,"TELECOMMUNICATIE, COMPUTERPROGRAMMERING, CONSULTANCY, INFORMATICA-INFRASTRUCTUUR EN ANDERE ACTIVITEITEN OP HET GEBIED VAN INFORMATIEDIENSTEN"
2,61,Telecommunicatie
3,61.1,Draadgebonden en draadloze telecommunicatie en telecommunicatie via satelliet
4,61.10,Draadgebonden en draadloze telecommunicatie en telecommunicatie via satelliet
5,61.100,Draadgebonden en draadloze telecommunicatie en telecommunicatie via satelliet
3,61.2,Wederverkoop van telecommunicatie en bemiddelingsactiviteiten in verband met telecommunicatie
4,61.20,Wederverkoop van telecommunicatie en bemiddelingsactiviteiten in verband met telecommunicatie
5,61.200,Wederverkoop van telecommunicatie en bemiddelingsactiviteiten in verband met telecommunicatie
3,61.9,Overige activiteiten op het gebied van telecommunicatie
4,61.90,Overige activiteiten op het gebied van telecommunicatie
5,61.900,Overige activiteiten op het gebied van telecommunicatie
2,62,"Computerprogrammering, consultancy en aanverwante activiteiten"
3,62.1,Ontwerpen van computerprogramma’s
4,62.10,Ontwerpen van computerprogramma’s
5,62.100,Ontwerpen van computerprogramma’s
3,62.2,Activiteiten op het gebied van computerconsultancy en beheer van computerfaciliteiten
4,62.20,Activiteiten op het gebied van computerconsultancy en beheer van computerfaciliteiten
5,62.200,Activiteiten op het gebied van computerconsultancy en beheer van computerfaciliteiten
3,62.9,Overige diensten op het gebied van informatietechnologie en computer
4,62.90,Overige diensten op het gebied van informatietechnologie en computer
5,62.900,Overige diensten op het gebied van informatietechnologie en computer
2,63,"Computerinfrastructuur, gegevensverwerking, hosting en andere informatiediensten"
3,63.1,"Computerinfrastructuur, gegevensverwerking, hosting en aanverwante activiteiten"
4,63.10,"Computerinfrastructuur, gegevensverwerking, hosting en aanverwante activiteiten"
5,63.100,"Computerinfrastructuur, gegevensverwerking, hosting en aanverwante activiteiten"
3,63.9,Activiteiten van webportalen en andere activiteiten op het gebied van informatiediensten
4,63.91,Activiteiten van webportalen
5,63.910,Activiteiten van webportalen
4,63.92,Overige dienstverlenende activiteiten op het gebied van informatie
5,63.920,Overige dienstverlenende activiteiten op het gebied van informatie
1,L,FINANCIËLE ACTIVITEITEN EN VERZEKERINGEN
2,64,"Financiële dienstverlening, exclusief verzekeringen en pensioenfondsen"
3,64.1,Activiteiten van geldscheppende financiële instellingen
4,64.11,Activiteiten van centrale banken
5,64.110,Activiteiten van centrale banken
4,64.19,Overige activiteiten van geldscheppende financiële instellingen
5,64.190,Overige activiteiten van geldscheppende financiële instellingen
3,64.2,Activiteiten van holdings en financieringskanalen
4,64.21,Activiteiten van holdings
5,64.210,Activiteiten van holdings
4,64.22,Activiteiten van financieringskanalen
5,64.220,Activiteiten van financieringskanalen
3,64.3,Activiteiten van beleggingstrusts en -fondsen en andere financiële instrumenten
4,64.31,Activiteiten van geldmarkt- en niet-geldmarktbeleggingsfondsen
5,64.310,Activiteiten van geldmarkt- en niet-geldmarktbeleggingsfondsen
4,64.32,"Activiteiten van trust-, vastgoed- en agentuurrekeningen"
5,64.320,"Activiteiten van trust-, vastgoed- en agentuurrekeningen"
3,64.9,"Overige financiële dienstverlening, exclusief verzekeringen en pensioenfondsen"
4,64.91,Financiële lease
5,64.910,Financiële lease
4,64.92,Overige kredietverstrekking
5,64.921,Verstrekken van verbruikskrediet
5,64.922,Verstrekken van hypothecair krediet
5,64.923,Factoring
5,64.924,Titrisatie van leningen
5,64.929,"Overige kredietvertsrekking, n.e.g."
4,64.99,"Overige financiële dienstverlening, exclusief verzekeringen en pensioenfondsen, n.e.g."
5,64.991,Activiteiten van beursvennootschappen
5,64.999,"Overige financiële dienstverlening, n.e.g."
2,65,"Activiteiten op het gebied van verzekeringen en pensioenfondsen, exclusief verplichte sociale verzekeringen"
3,65.1,Verzekeringen
4,65.11,Levensverzekeringen
5,65.111,Rechtstreekse verzekeringsverrichtingen leven
5,65.112,"Activiteiten van gemengde verzekeringsondernemingen, overwegend leven"
4,65.12,Niet-levensverzekeringen
5,65.121,Rechtstreekse verzekeringsverrichtingen niet-leven
5,65.122,"Activiteiten van gemengde verzekeringsondernemingen, overwegend niet-leven"
3,65.2,Herverzekering
4,65.20,Herverzekering
5,65.200,Herverzekering
3,65.3,Activiteiten van pensioenfondsen
4,65.30,Activiteiten van pensioenfondsen
5,65.300,Activiteiten van pensioenfondsen
2,66,Ondersteunende activiteiten voor verzekeringen en pensioenfondsen
3,66.1,"Ondersteunende activiteiten in verband met financiële diensten, exclusief verzekeringen en pensioenfondsen"
4,66.11,Beheer van financiële markten
5,66.110,Beheer van financiële markten
4,66.12,Bemiddeling in effecten- en goederencontracten
5,66.121,Crowdfunding
5,66.129,"Overige bemiddeling in effecten- en goederencontracten, m.u.v. crowdfunding"
4,66.19,"Overige ondersteunende activiteiten in verband met financiële diensten, exclusief verzekeringen en pensioenfondsen"
5,66.191,Agenten en makelaars in bankdiensten
5,66.199,"Overige ondersteunende activiteiten in verband met financiële diensten, n.e.g., exclusief verzekeringen en pensioenfondsen"
3,66.2,Ondersteunende activiteiten in verband met verzekeringen en pensioenfondsen
4,66.21,Activiteiten van risicoanalisten en schadetaxateurs
5,66.210,Activiteiten van risicoanalisten en schadetaxateurs
4,66.22,Activiteiten van verzekeringsagenten en -makelaars
5,66.220,Activiteiten van verzekeringsagenten en -makelaars
4,66.29,"Ondersteunende activiteiten in verband met verzekeringen en pensioenfondsen, n.e.g."
5,66.290,"Ondersteunende activiteiten in verband met verzekeringen en pensioenfondsen, n.e.g."
3,66.3,Vermogensbeheer
4,66.30,Vermogensbeheer
5,66.300,Vermogensbeheer
1,M,EXPLOITATIE VAN EN HANDEL IN ONROEREND GOED
2,68,Exploitatie van en handel in onroerend goed
3,68.1,Exploitatie van en handel in onroerend goed met eigen onroerend goed en ontwikkeling van bouwprojecten
4,68.11,Handel in eigen onroerend goed
5,68.110,Handel in eigen onroerend goed
4,68.12,Ontwikkeling van bouwprojecten
5,68.121,Ontwikkeling van residentiële bouwprojecten
5,68.122,Ontwikkeling van niet-residentiële bouwprojecten
3,68.2,Verhuur en exploitatie van eigen of geleased onroerend goed
4,68.20,Verhuur en exploitatie van eigen of geleased onroerend goed
5,68.201,"Verhuur en exploitatie van eigen of geleased residentieel onroerend goed, exclusief sociale woningen"
5,68.202,Verhuur en exploitatie van sociale woningen
5,68.203,"Verhuur en exploitatie van eigen of geleased niet-residentieel onroerend goed, exclusief terreinen"
5,68.204,Verhuur en exploitatie van terreinen
3,68.3,Bemiddeling in en beheer van onroerend goed voor een vast bedrag of op contractbasis
4,68.31,Bemiddeling in verband met exploitatie van en handel in onroerend goed
5,68.310,Bemiddeling in verband met exploitatie van en handel in onroerend goed
4,68.32,Overige bemiddeling in en beheer van onroerend goed voor een vast bedrag of op contractbasis
5,68.321,Activiteiten van syndici van onroerend goed
5,68.322,Schatten en evalueren van onroerend goed voor een vast bedrag of op contractbasis
5,68.329,"Overige bemiddeling in en beheer van onroerend goed voor een vast bedrag of op contractbasis, n.e.g."
1,N,WETENSCHAPPELIJKE EN TECHNISCHE ACTIVITEITEN EN OVERIGE SPECIALISTISCHE ZAKELIJKE DIENSTVERLENING
2,69,Rechtskundige en boekhoudkundige dienstverlening
3,69.1,Rechtskundige dienstverlening
4,69.10,Rechtskundige dienstverlening
5,69.101,Activiteiten van advocaten
5,69.102,Activiteiten van notarissen
5,69.103,Activiteiten van deurwaarders
5,69.109,Overige rechtskundige dienstverlening
3,69.2,"Activiteiten van accountants, boekhouders, auditoren en belastingconsulenten"
4,69.20,"Activiteiten van accountants, boekhouders, auditoren en belastingconsulenten"
5,69.201,Activiteiten van (gecertificeerde) (fiscaal) accountants
5,69.202,Activiteiten van gecertificeerde belastingadviseurs
5,69.203,Activiteiten van bedrijfsrevisoren
5,69.209,Overige fiscale dienstverlening
2,70,Activiteiten van hoofdkantoren en managementadvies
3,70.1,Activiteiten van hoofdkantoren
4,70.10,Activiteiten van hoofdkantoren
5,70.100,Activiteiten van hoofdkantoren
3,70.2,Activiteiten van adviesbureaus op het gebied van bedrijfsvoering en overig managementadvies
4,70.20,Activiteiten van adviesbureaus op het gebied van bedrijfsvoering en overig managementadvies
5,70.200,Activiteiten van adviesbureaus op het gebied van bedrijfsvoering en overig managementadvies
2,71,Activiteiten van architecten en ingenieurs; technische testen en toetsen
3,71.1,"Activiteiten van architecten, ingenieurs en aanverwante technische adviseurs"
4,71.11,Activiteiten van architecten
5,71.111,Activiteiten van bouwarchitecten
5,71.112,Activiteiten van interieurarchitecten
5,71.113,Activiteiten van stedebouwkundige en tuin- en landschapsarchitecten
5,71.119,"Overige activiteiten op het gebied van architectuur, n.e.g."
4,71.12,Activiteiten van ingenieurs en aanverwante technische adviseurs
5,71.121,"Activiteiten van ingenieurs en aanverwante technische adviseurs, exclusief landmeters-experts"
5,71.122,Activiteiten van landmeters-experts
3,71.2,Technische testen en toetsen
4,71.20,Technische testen en toetsen
5,71.201,Technische controle van motorvoertuigen
5,71.209,Overige technische testen en toetsen
